"","country","continent","year","lifeExp","pop","gdpPercap","popInMillions"
"511","Ethiopia","Africa",1982,44.9,38111756,577.8607471,38.111756
"614","Guinea","Africa",1957,34.6,2876726,576.2670245,2.876726
"290","China","Asia",1957,50.5,637408000,575.9870009,637.408
"635","Guinea-Bissau","Africa",2002,45.5,1332459,575.7047176,1.332459
"889","Liberia","Africa",1952,38.5,863308,575.5729961,0.863308
"1354","Sierra Leone","Africa",1997,39.9,4578212,574.6481576,4.578212
"512","Ethiopia","Africa",1987,46.7,42999530,573.7413142,42.99953
"895","Liberia","Africa",1982,44.9,1956875,572.1995694,1.956875
"1696","Zimbabwe","Africa",1967,54,4995432,569.7950712,4.995432
"1036","Mozambique","Africa",1967,38.1,8680909,566.6691539,8.680909
"509","Ethiopia","Africa",1972,43.5,30770372,566.2439442,30.770372
"933","Malawi","Africa",1992,49.4,10014249,563.2000145,10.014249
"211","Burundi","Africa",1982,47.5,4580410,559.603231,4.58041
"510","Ethiopia","Africa",1977,44.5,34617799,556.8083834,34.617799
"1035","Mozambique","Africa",1962,36.2,7788944,556.6863539,7.788944
"210","Burundi","Africa",1977,45.9,3834415,556.1032651,3.834415
"697","India","Asia",1952,37.4,372000000,546.5657493,372
"1069","Nepal","Asia",1952,36.2,9182536,545.8657229,9.182536
"952","Mali","Africa",1967,38.5,5212416,545.0098873,5.212416
"193","Burkina Faso","Africa",1952,32,4469979,543.2552413,4.469979
"1286","Rwanda","Africa",1957,41.5,2822082,540.2893983,2.822082
"899","Liberia","Africa",2002,43.8,2814651,531.4823679,2.814651
"515","Ethiopia","Africa",2002,50.7,67946797,530.0535319,67.946797
"1695","Zimbabwe","Africa",1962,52.4,4277736,527.2721818,4.277736
"222","Cambodia","Asia",1977,31.2,6978607,524.9721832,6.978607
"499","Eritrea","Africa",1982,43.9,2637297,524.8758493,2.637297
"220","Cambodia","Asia",1967,45.4,6960067,523.4323142,6.960067
"627","Guinea-Bissau","Africa",1962,34.5,627820,522.0343725,0.62782
"500","Eritrea","Africa",1987,46.5,2915959,521.1341333,2.915959
"554","Gambia","Africa",1957,32.1,323150,520.9267111,0.32315
"1694","Zimbabwe","Africa",1957,50.5,3646340,518.7642681,3.64634
"508","Ethiopia","Africa",1967,42.1,27860297,516.1186438,27.860297
"514","Ethiopia","Africa",1997,49.4,59861301,515.8894013,59.861301
"497","Eritrea","Africa",1972,44.1,2260187,514.3242082,2.260187
"1288","Rwanda","Africa",1967,44.1,3451079,510.9637142,3.451079
"613","Guinea","Africa",1952,33.6,2664249,510.1964923,2.664249
"896","Liberia","Africa",1987,46,2269414,506.1138573,2.269414
"498","Eritrea","Africa",1977,44.5,2512642,505.7538077,2.512642
"1038","Mozambique","Africa",1977,42.5,11127868,502.3197334,11.127868
"880","Lesotho","Africa",1967,48.5,996380,498.6390265,0.99638
"219","Cambodia","Asia",1962,43.4,6083619,496.9136476,6.083619
"881","Lesotho","Africa",1972,49.8,1116779,496.5815922,1.116779
"951","Mali","Africa",1962,36.9,4690372,496.1743428,4.690372
"1034","Mozambique","Africa",1957,33.8,7038035,495.5868333,7.038035
"928","Malawi","Africa",1967,39.5,4147252,495.5147806,4.147252
"1285","Rwanda","Africa",1952,40,2534927,493.3238752,2.534927
"950","Mali","Africa",1957,35.3,4241884,490.3821867,4.241884
"291","China","Asia",1962,44.5,665770000,487.6740183,665.77
"553","Gambia","Africa",1952,30,284320,485.2306591,0.28432
"1042","Mozambique","Africa",1997,46.3,16603334,472.3460771,16.603334
"1704","Zimbabwe","Africa",2007,43.5,12311143,469.7092981,12.311143
"496","Eritrea","Africa",1967,42.2,1820319,468.7949699,1.820319
"1033","Mozambique","Africa",1952,31.3,6446316,468.5260381,6.446316
"209","Burundi","Africa",1972,44.1,3529983,464.0995039,3.529983
"214","Burundi","Africa",1997,45.3,6121610,463.1151478,6.12161
"1039","Mozambique","Africa",1982,42.8,12587223,462.2114149,12.587223
"333","Congo, Dem. Rep.","Africa",1992,45.5,41672143,457.7191807,41.672143
"949","Mali","Africa",1952,33.7,3838168,452.3369807,3.838168
"215","Burundi","Africa",2002,47.4,7021078,446.4035126,7.021078
"218","Cambodia","Asia",1957,41.4,5322536,434.0383364,5.322536
"626","Guinea-Bissau","Africa",1957,33.5,601095,431.7904566,0.601095
"216","Burundi","Africa",2007,49.6,8390505,430.0706916,8.390505
"927","Malawi","Africa",1962,38.4,3628608,427.9010856,3.628608
"482","Equatorial Guinea","Africa",1957,36,232922,426.0964081,0.232922
"1051","Myanmar","Asia",1982,58.1,34680442,424,34.680442
"221","Cambodia","Asia",1972,40.3,7450606,421.6240257,7.450606
"513","Ethiopia","Africa",1992,48.1,52088559,421.3534653,52.088559
"507","Ethiopia","Africa",1962,40.1,25145372,419.4564161,25.145372
"926","Malawi","Africa",1957,37.2,3221238,416.3698064,3.221238
"1054","Myanmar","Asia",1997,60.3,43247867,415,43.247867
"900","Liberia","Africa",2007,45.7,3193942,414.5073415,3.193942
"208","Burundi","Africa",1967,43.5,3330989,412.9775136,3.330989
"879","Lesotho","Africa",1962,47.7,893143,411.8006266,0.893143
"1041","Mozambique","Africa",1992,44.3,13160731,410.8968239,13.160731
"1693","Zimbabwe","Africa",1952,48.5,3080907,406.8841148,3.080907
"289","China","Asia",1952,44,556263527,400.448611,556.263527
"1040","Mozambique","Africa",1987,42.9,12891952,389.8761846,12.891952
"1047","Myanmar","Asia",1962,45.1,23634436,388,23.634436
"1052","Myanmar","Asia",1987,58.3,38028578,385,38.028578
"495","Eritrea","Africa",1962,40.2,1666618,380.9958433,1.666618
"206","Burundi","Africa",1957,40.5,2667518,379.5646281,2.667518
"506","Ethiopia","Africa",1957,36.7,22815614,378.9041632,22.815614
"481","Equatorial Guinea","Africa",1952,34.5,216964,375.6431231,0.216964
"1050","Myanmar","Asia",1977,56.1,31528087,371,31.528087
"925","Malawi","Africa",1952,36.3,2917802,369.1650802,2.917802
"217","Cambodia","Asia",1952,39.4,4693836,368.4692856,4.693836
"505","Ethiopia","Africa",1952,34.1,20860941,362.1462796,20.860941
"1049","Myanmar","Asia",1972,53.1,28466390,357,28.46639
"207","Burundi","Africa",1962,42,2961915,355.2032273,2.961915
"1046","Myanmar","Asia",1957,41.9,21731844,350,21.731844
"1048","Myanmar","Asia",1967,49.4,25870271,349,25.870271
"1053","Myanmar","Asia",1992,59.3,40546538,347,40.546538
"494","Eritrea","Africa",1957,38,1542611,344.1618859,1.542611
"205","Burundi","Africa",1952,39,2445618,339.2964587,2.445618
"878","Lesotho","Africa",1957,45,813338,335.9971151,0.813338
"1045","Myanmar","Asia",1952,36.3,20092996,331,20.092996
"493","Eritrea","Africa",1952,35.9,1438760,328.9405571,1.43876
"334","Congo, Dem. Rep.","Africa",1997,42.6,47798986,312.188423,47.798986
"625","Guinea-Bissau","Africa",1952,32.5,580653,299.850319,0.580653
"877","Lesotho","Africa",1952,42.1,748747,298.8462121,0.748747
"336","Congo, Dem. Rep.","Africa",2007,46.5,64606759,277.5518587,64.606759
"335","Congo, Dem. Rep.","Africa",2002,45,55379852,241.1658765,55.379852
